post_id,post_date,platform,content_type,campaign,category,posting_hour,followers,impressions,reach,likes,comments,shares,saves,total_engagement,engagement_rate,reach_rate
POST00031,2025-01-04 18:00:00,Facebook,Reel,Festival Campaign,Promotional,4,235330,240197,169751,14946.0,155,1624,3965,20690.0,12.188440716107712,72.13317469085965
POST00032,2025-01-04 21:00:00,Instagram,Image,Special Campaign,Promotional,4,36494,56144,34712,648.0,25,285,556,1514.0,4.361604056234155,95.11700553515647
POST00033,2025-01-05 00:00:00,Instagram,Image,Community Campaign,Brand,20,434787,412766,274148,17080.0,998,879,4986,23943.0,8.733603746881247,63.05340316062807
POST00034,2025-01-05 03:00:00,Linkedin,Carousel,Special Campaign,Event,23,316630,149113,129059,4160.0,142,1261,2725,8288.0,6.421869067635733,40.76019328553833
POST00035,2025-01-05 06:00:00,Linkedin,Reel,Community Campaign,Brand,1,239508,228661,200834,12442.0,256,2931,4219,19848.0,9.882788770825657,83.85273143277051
POST00036,2025-01-05 09:00:00,Facebook,Image,Educational Series,Entertainment,17,81635,77287,55542,2327.0,77,668,259,3331.0,5.99726333225307,68.03699393642432
POST00037,2025-01-05 12:00:00,Instagram,Carousel,Educational Series,Event,23,151197,208339,136374,10365.0,415,847,2131,13758.0,10.088433279070792,90.19623405226295
POST00038,2025-01-05 15:00:00,Instagram,Text,Community Campaign,Community,8,68814,48233,38856,2271.0,113,341,711,3436.0,8.842907144327775,56.465254163396985
POST00039,2025-01-05 18:00:00,Facebook,Carousel,Community Campaign,Brand,9,143141,160710,131476,4874.0,159,1363,642,7038.0,5.353068240591439,91.85069267365745
POST00040,2025-01-05 21:00:00,Youtube,Text,Product Launch,Community,17,432534,403452,337049,6078.0,113,2157,2660,11008.0,3.265993965269145,77.92427878502038
POST00041,2025-01-06 00:00:00,Instagram,Video,Product Launch,Education,3,82363,79721,44713,3167.0,61,748,523,4499.0,10.06195066311811,54.287726284860916
POST00042,2025-01-06 03:00:00,Youtube,Image,Festival Campaign,Event,7,63162,41404,22913,1034.0,56,207,515,1812.0,7.908174398812901,36.2765586903518
POST00043,2025-01-06 06:00:00,Instagram,Reel,Special Campaign,Brand,17,267364,436767,294819,20674.0,450,2590,6401,30115.0,10.2147419264023,110.26877216079951
POST00044,2025-01-06 09:00:00,Linkedin,Carousel,Seasonal Campaign,Education,19,147083,143248,86432,2067.0,95,1022,1746,4930.0,5.703905960755276,58.76409918209446
POST00045,2025-01-06 12:00:00,Instagram,Carousel,Special Campaign,Brand,16,27590,50820,42269,2952.0,69,642,1047,4710.0,11.142917977714164,153.20405944182676
POST00046,2025-01-06 15:00:00,Facebook,Carousel,Event Promotion,Entertainment,15,316994,276172,203399,7248.0,333,2976,1696,12253.0,6.024120079253094,64.16493687577682
POST00047,2025-01-06 18:00:00,Instagram,Image,Special Campaign,Promotional,17,425350,581085,487455,17590.0,244,6468,6479,30781.0,6.314634171359408,114.60091689197131
POST00048,2025-01-06 21:00:00,Youtube,Image,Seasonal Campaign,Community,6,412235,251609,153964,4669.0,95,448,1975,7187.0,4.667974331661947,37.348599706478105
POST00049,2025-01-07 00:00:00,Youtube,Reel,Product Launch,Brand,0,307374,610795,470023,46900.0,1427,4744,8430,61501.0,13.08467883486553,152.9156662567426
POST00050,2025-01-07 03:00:00,Instagram,Image,Festival Campaign,Event,0,297202,363702,273889,7425.0,265,1879,5944,15513.0,5.663973361471253,92.1558401356653
POST00051,2025-01-07 06:00:00,Linkedin,Reel,Seasonal Campaign,Brand,17,99837,117227,78440,6520.0,180,712,1083,8495.0,10.829933707292199,78.56806594749442
POST00052,2025-01-07 09:00:00,Facebook,Video,Special Campaign,Brand,3,123397,85617,62584,2609.0,100,324,864,3897.0,6.226831138949252,50.717602534907655
POST00053,2025-01-07 12:00:00,Linkedin,Reel,Brand Awareness,Brand,22,309183,173503,131195,7759.0,203,2186,2149,12297.0,9.373070620069363,42.432798698505415
POST00054,2025-01-07 15:00:00,Linkedin,Reel,Educational Series,Brand,19,272903,340994,293705,30455.0,1337,4104,5678,41574.0,14.155019492347765,107.62248857652719
POST00055,2025-01-07 18:00:00,Youtube,Image,Seasonal Campaign,Event,20,216892,132496,75452,1767.0,62,670,560,3059.0,4.054233154853417,34.78782066650683
POST00056,2025-01-07 21:00:00,Linkedin,Carousel,Event Promotion,Event,19,320478,168781,141469,10826.0,489,1159,3418,15892.0,11.233556468201513,44.14312370895974
POST00057,2025-01-08 00:00:00,Instagram,Image,Festival Campaign,Brand,3,63525,47167,42122,2910.0,91,267,211,3479.0,8.259341911590143,66.3077528532074
POST00058,2025-01-08 03:00:00,Instagram,Reel,Seasonal Campaign,Promotional,5,146681,136777,110258,8871.0,477,1752,386,11486.0,10.417384679569738,75.1685630722452
POST00059,2025-01-08 06:00:00,Instagram,Image,Community Campaign,Brand,2,104194,126639,102333,1897.0,55,814,1114,3880.0,3.7915432949292995,98.21390867036489
POST00060,2025-01-08 09:00:00,Instagram,Reel,Special Campaign,Community,5,179515,258201,161708,14557.0,369,2081,2980,19987.0,12.359932718232864,90.08049466618388
POST00061,2025-01-08 12:00:00,Instagram,Text,Brand Awareness,Community,12,286116,197273,144616,7910.0,299,357,3545,12111.0,8.374592023012669,50.54453438465517
POST00062,2025-01-08 15:00:00,Instagram,Text,Educational Series,Event,22,84936,71913,57320,3390.0,120,349,1348,5207.0,9.084089323098395,67.48610718658755
POST00063,2025-01-08 18:00:00,Facebook,Image,Brand Awareness,Community,6,373847,407027,309665,19608.0,704,1029,5619,26960.0,8.706182487526844,82.83201416622308
POST00064,2025-01-08 21:00:00,Instagram,Reel,Festival Campaign,Community,23,492431,1096271,750722,45610.0,2271,2634,9462,59977.0,7.989242356025267,152.45222173258793
POST00065,2025-01-09 00:00:00,Instagram,Carousel,Special Campaign,Entertainment,3,129877,161595,142048,9145.0,360,1634,2288,13427.0,9.452438612300067,109.37117426488139
POST00066,2025-01-09 03:00:00,Youtube,Reel,Product Launch,Brand,0,311663,475428,347012,22153.0,1202,2513,8436,34304.0,9.88553709958157,111.34205856967301
POST00067,2025-01-09 06:00:00,Instagram,Image,Educational Series,Brand,5,384561,314484,279719,10367.0,424,3661,2473,16925.0,6.050715182021958,72.73722504362117
POST00068,2025-01-09 09:00:00,Facebook,Reel,Special Campaign,Brand,23,493130,584809,437060,32718.0,362,5608,5910,44598.0,10.204090971491327,88.62977308214872
POST00069,2025-01-09 12:00:00,Instagram,Text,Brand Awareness,Brand,4,358008,402153,332855,16523.0,884,2593,6072,26072.0,7.832840125580208,92.97417934794753
POST00070,2025-01-09 15:00:00,Linkedin,Reel,Product Launch,Education,12,75881,78295,63396,4792.0,249,375,204,5620.0,8.86491261278314,83.54660586971706
POST00071,2025-01-09 18:00:00,Facebook,Image,Event Promotion,Brand,18,306876,199370,155765,9756.0,121,515,1773,12165.0,7.809841748788239,50.758286734707184
POST00072,2025-01-09 21:00:00,Instagram,Carousel,Festival Campaign,Event,3,168745,230060,127697,4100.0,66,1183,1978,7327.0,5.737801201281158,75.67453850484459
POST00073,2025-01-10 00:00:00,Instagram,Image,Festival Campaign,Event,23,95909,149847,86476,3301.0,124,1092,1973,6490.0,7.504972477912947,90.1646352271424
POST00074,2025-01-10 03:00:00,Facebook,Reel,Educational Series,Education,5,268271,435656,328275,16539.0,200,1162,8149,26050.0,7.9354199984768865,122.36693492774097
POST00075,2025-01-10 06:00:00,Facebook,Text,Brand Awareness,Brand,12,25720,22035,19151,454.0,13,123,291,881.0,4.600281969609942,74.45956454121307
POST00076,2025-01-10 09:00:00,Facebook,Image,Event Promotion,Promotional,4,341259,214559,163150,6841.0,402,672,3879,11794.0,7.228930432117683,47.80826293225966
POST00077,2025-01-10 12:00:00,Facebook,Carousel,Community Campaign,Brand,12,397987,278898,176430,14240.0,265,2253,914,17672.0,10.016437113869523,44.330593712859965
POST00078,2025-01-10 15:00:00,Instagram,Reel,Educational Series,Event,9,71940,150219,99456,6759.0,137,1404,1832,10132.0,10.187419562419562,138.24854045037532
POST00079,2025-01-10 18:00:00,Instagram,Image,Special Campaign,Entertainment,2,418369,307845,236457,7913.0,346,694,2793,11746.0,4.967499376207937,56.51876692584775
POST00080,2025-01-10 21:00:00,Instagram,Image,Community Campaign,Community,22,91762,109569,83159,3086.0,37,749,1623,5495.0,6.607823566901959,90.6246594450862
POST00081,2025-01-11 00:00:00,Linkedin,Reel,Educational Series,Entertainment,12,219584,214420,189653,14000.0,714,3645,4189,22548.0,11.889081638571497,86.36922544447683
POST00082,2025-01-11 03:00:00,Facebook,Reel,Brand Awareness,Promotional,11,189091,214153,157440,8425.0,168,1814,658,11065.0,7.02807418699187,83.2614984319719
POST00083,2025-01-11 06:00:00,Instagram,Video,Event Promotion,Brand,3,104833,144097,97158,6097.0,223,665,2291,9276.0,9.54733526832582,92.67883204716072
POST00084,2025-01-11 09:00:00,Instagram,Reel,Brand Awareness,Education,9,429803,938656,688736,32635.0,732,3561,3098,40026.0,5.811515587975654,160.24457716674848
POST00085,2025-01-11 12:00:00,Instagram,Reel,Festival Campaign,Brand,2,300350,275080,226991,12026.0,516,4386,4443,21371.0,9.414910723332644,75.5754952555352
POST00086,2025-01-11 15:00:00,Instagram,Image,Community Campaign,Promotional,16,373615,517656,382613,21468.0,844,3212,1729,27253.0,7.122863049608874,102.40836154865303
POST00087,2025-01-11 18:00:00,Facebook,Video,Product Launch,Promotional,8,377313,544015,361290,23878.0,1368,2978,7932,36156.0,10.007473220958232,95.75339307153477
POST00088,2025-01-11 21:00:00,Facebook,Reel,Seasonal Campaign,Community,0,292880,494430,330535,11004.0,355,2056,2482,15897.0,4.809475547218903,112.85680142037695
POST00089,2025-01-12 00:00:00,Linkedin,Image,Special Campaign,Promotional,17,389081,266859,217459,15342.0,824,2808,2729,21703.0,9.98027214325459,55.890418704588505
POST00090,2025-01-12 03:00:00,Youtube,Reel,Festival Campaign,Entertainment,8,158043,226016,129565,3867.0,150,1709,3047,8773.0,6.7711187434878255,81.9808533120733
POST00091,2025-01-12 06:00:00,Instagram,Reel,Festival Campaign,Community,20,338721,772154,498938,16200.0,902,1783,10191,29076.0,5.827577775194513,147.30058071392088
POST00092,2025-01-12 09:00:00,Facebook,Reel,Community Campaign,Brand,19,488259,547527,330467,26671.0,655,1191,6704,35221.0,10.657947692205273,67.68272576644773
POST00093,2025-01-12 12:00:00,Facebook,Video,Special Campaign,Brand,8,277989,301293,265329,19893.0,745,4525,5251,30414.0,11.462750019786755,95.44586296580081
POST00094,2025-01-12 15:00:00,Youtube,Reel,Educational Series,Education,1,438940,522392,303788,8347.0,246,4435,4717,17745.0,5.841244552121874,69.20945915159247
POST00095,2025-01-12 18:00:00,Facebook,Reel,Festival Campaign,Promotional,18,151003,93924,76582,5830.0,77,332,1832,8071.0,10.53903005928286,50.71554869770799
POST00096,2025-01-12 21:00:00,Youtube,Image,Seasonal Campaign,Promotional,15,369846,341635,263280,5211.0,201,2395,5606,13413.0,5.094576116681859,71.18638568485261
POST00097,2025-01-13 00:00:00,Youtube,Video,Event Promotion,Event,2,360838,550177,424451,39548.0,1965,3795,5384,50692.0,11.94295690197455,117.62924082275148
POST00098,2025-01-13 03:00:00,Youtube,Reel,Festival Campaign,Community,15,273686,465710,380578,30560.0,1155,6062,7358,45135.0,11.859592514543667,139.05643693868154
POST00099,2025-01-13 06:00:00,Instagram,Image,Event Promotion,Event,20,373454,204290,140994,3958.0,94,705,3518,8275.0,5.869044072797424,37.75404735255212
POST00100,2025-01-13 09:00:00,Instagram,Reel,Brand Awareness,Community,12,75155,152537,105290,4035.0,93,954,2333,7415.0,7.042454174185582,140.09713259264188
POST00101,2025-01-13 12:00:00,Instagram,Image,Special Campaign,Entertainment,2,148491,159153,103616,5052.0,110,389,313,5864.0,5.659357628165535,69.7793132243705
POST00102,2025-01-13 15:00:00,Facebook,Image,Educational Series,Community,9,162180,134091,101803,5315.0,313,483,1958,8069.0,7.9260925513000595,62.77161178936984
POST00103,2025-01-13 18:00:00,Instagram,Image,Event Promotion,Brand,21,97613,154100,134904,8483.0,254,541,3069,12347.0,9.152434323667201,138.2029033018143
POST00104,2025-01-13 21:00:00,Youtube,Reel,Festival Campaign,Education,17,482927,541737,473149,45639.0,1179,1424,4831,53073.0,11.216973934215225,97.9752633420786
POST00105,2025-01-14 00:00:00,Linkedin,Reel,Educational Series,Community,5,76938,100951,80360,4549.0,140,271,1969,6929.0,8.622448979591837,104.44773713899505
POST00106,2025-01-14 03:00:00,Instagram,Reel,Seasonal Campaign,Community,5,121163,203148,176162,16178.0,255,2945,2083,21461.0,12.18253652887683,145.39257033912995
POST00107,2025-01-14 06:00:00,Youtube,Image,Educational Series,Community,17,350642,416839,369832,17488.0,346,4143,4536,26513.0,7.1689307577494645,105.47281843019375
POST00108,2025-01-14 09:00:00,Facebook,Reel,Event Promotion,Education,5,492368,528727,437937,27461.0,973,2180,2863,33477.0,7.644250200371286,88.94505735547395
POST00109,2025-01-14 12:00:00,Instagram,Video,Special Campaign,Promotional,5,248861,279236,193438,14377.0,718,2479,991,18565.0,9.597390378312431,77.72933484957466
POST00110,2025-01-14 15:00:00,Instagram,Text,Event Promotion,Education,21,37751,35543,25559,502.0,27,224,378,1131.0,4.425055753354982,67.70416677703902
POST00111,2025-01-14 18:00:00,Instagram,Text,Product Launch,Promotional,12,393305,309706,271283,7309.0,389,542,4411,12651.0,4.6633957896366525,68.97522279147226
POST00112,2025-01-14 21:00:00,Instagram,Video,Product Launch,Brand,13,221818,230910,181149,15000.0,858,684,2005,18547.0,10.238532920413581,81.66559972590142
POST00113,2025-01-15 00:00:00,Linkedin,Carousel,Educational Series,Education,20,314534,353837,296247,15629.0,254,2898,4842,23623.0,7.974089189088835,94.1860021492112
POST00114,2025-01-15 03:00:00,Facebook,Carousel,Community Campaign,Promotional,6,383357,353516,208800,16329.0,196,1504,2439,20468.0,9.802681992337165,54.46620252140954
POST00115,2025-01-15 06:00:00,Facebook,Reel,Special Campaign,Brand,12,128712,202896,125362,4126.0,63,1807,2770,8766.0,6.9925495764266685,97.39729007396359
POST00116,2025-01-15 09:00:00,Linkedin,Carousel,Community Campaign,Brand,14,429209,351173,235439,9592.0,384,2286,5646,17908.0,7.6062164722072385,54.854161958393234
POST00117,2025-01-15 12:00:00,Facebook,Image,Product Launch,Promotional,11,80403,68825,42388,1576.0,59,91,680,2406.0,5.6761347551193735,52.719425892068706
POST00118,2025-01-15 15:00:00,Instagram,Image,Festival Campaign,Promotional,20,309003,499009,432771,17668.0,769,4240,9317,31994.0,7.392824380561544,140.05398005844603
POST00119,2025-01-15 18:00:00,Linkedin,Video,Brand Awareness,Entertainment,0,434094,604885,378604,35986.0,1027,2113,8246,47372.0,12.512281962155708,87.21705437071233
POST00120,2025-01-15 21:00:00,Youtube,Reel,Educational Series,Brand,2,493675,544778,405867,20387.0,603,3199,7590,31779.0,7.829904870314659,82.21339950372209
POST00121,2025-01-16 00:00:00,Facebook,Reel,Brand Awareness,Promotional,17,119124,190756,110621,7351.0,274,1664,799,10088.0,9.119425787147106,92.86205970249488
POST00122,2025-01-16 03:00:00,Linkedin,Text,Product Launch,Brand,21,145940,77967,47110,1843.0,25,424,301,2593.0,5.504139248567183,32.28038920104153
POST00123,2025-01-16 06:00:00,Instagram,Reel,Event Promotion,Education,7,309244,275582,175434,15108.0,755,1481,4075,21419.0,12.20914987972685,56.72996080764704
POST00124,2025-01-16 09:00:00,Instagram,Image,Seasonal Campaign,Event,1,213356,247886,221613,10186.0,571,630,1957,13344.0,6.021307414276238,103.87005755638464
POST00125,2025-01-16 12:00:00,Instagram,Text,Educational Series,Event,3,473192,629036,521453,22035.0,647,4695,4390,31767.0,6.092015963087757,110.19903126003821
POST00126,2025-01-16 15:00:00,Youtube,Carousel,Product Launch,Community,17,453239,771790,606429,41515.0,1950,8476,4035,55976.0,9.230429283559987,133.79894492751066
POST00127,2025-01-16 18:00:00,Facebook,Image,Special Campaign,Promotional,12,399494,202718,176504,4140.0,155,2309,2577,9181.0,5.20158183383946,44.18189009096507
POST00128,2025-01-16 21:00:00,Linkedin,Reel,Festival Campaign,Promotional,14,460925,609382,539103,54530.0,1188,4297,9646,69661.0,12.921649480711478,116.96111080978466
POST00129,2025-01-17 00:00:00,Instagram,Reel,Seasonal Campaign,Brand,1,403936,820967,581860,53537.0,716,2730,10401,67384.0,11.58079263052968,144.04757189257705
POST00130,2025-01-17 03:00:00,Youtube,Video,Educational Series,Community,9,249179,285744,189931,9874.0,220,3234,1660,14988.0,7.891286835745613,76.22271539736495
POST00131,2025-01-17 06:00:00,Youtube,Image,Educational Series,Promotional,1,489769,561769,370969,21269.0,855,2402,1886,26412.0,7.119732376559766,75.74366691236072
POST00132,2025-01-17 09:00:00,Instagram,Image,Special Campaign,Brand,20,336668,359296,202105,11957.0,143,584,1985,14669.0,7.258108408995325,60.03095037247377
POST00133,2025-01-17 12:00:00,Instagram,Reel,Community Campaign,Promotional,11,122757,139392,90308,8337.0,431,996,1271,11035.0,12.219293971741152,73.56647686079002
POST00134,2025-01-17 15:00:00,Instagram,Reel,Event Promotion,Brand,4,105049,206691,139364,5670.0,331,811,2295,9107.0,6.534686145633019,132.66570838370666
POST00135,2025-01-17 18:00:00,Linkedin,Text,Educational Series,Promotional,11,64974,29735,16738,781.0,11,83,149,1024.0,6.1178157485960085,25.761073660233325
POST00136,2025-01-17 21:00:00,Instagram,Image,Event Promotion,Entertainment,22,197550,179312,154013,3049.0,68,854,1082,5053.0,3.2808918727639873,77.96152872690459
POST00137,2025-01-18 00:00:00,Youtube,Carousel,Product Launch,Brand,0,335912,267712,226685,9117.0,280,3530,4877,17804.0,7.8540706266404925,67.48344804591679
POST00138,2025-01-18 03:00:00,Facebook,Reel,Festival Campaign,Entertainment,1,231468,330200,210675,18230.0,917,2824,4608,26579.0,12.616114868873856,91.016900824304
POST00139,2025-01-18 06:00:00,Instagram,Carousel,Seasonal Campaign,Entertainment,15,486838,588096,488646,35289.0,963,4306,4475,45033.0,9.215874068343954,100.3713761045769
POST00140,2025-01-18 09:00:00,Linkedin,Text,Seasonal Campaign,Entertainment,21,330688,187177,155108,6461.0,231,1009,2376,10077.0,6.496763545400625,46.90463518482679
POST00141,2025-01-18 12:00:00,Linkedin,Image,Festival Campaign,Entertainment,1,431266,342979,228854,11307.0,617,2029,2900,16853.0,7.3640836515857275,53.06562539128983
POST00142,2025-01-18 15:00:00,Instagram,Reel,Educational Series,Education,15,170856,175183,139090,11747.0,343,2413,851,15354.0,11.038895679056726,81.40773516879712
POST00143,2025-01-18 18:00:00,Youtube,Image,Educational Series,Community,19,31774,43980,28650,1917.0,26,100,678,2721.0,9.497382198952879,90.16806193743312
POST00144,2025-01-18 21:00:00,Instagram,Video,Product Launch,Event,15,186040,258550,148561,8069.0,482,1746,477,10774.0,7.252239820679721,79.85433240163405
POST00145,2025-01-19 00:00:00,Instagram,Image,Community Campaign,Education,5,471452,441207,320615,7758.0,147,1785,2284,11974.0,3.7346973784757416,68.00586273894267
POST00146,2025-01-19 03:00:00,Instagram,Video,Community Campaign,Promotional,12,97678,88147,62003,5233.0,65,701,657,6656.0,10.73496443720465,63.47693441716661
POST00147,2025-01-19 06:00:00,Facebook,Carousel,Community Campaign,Promotional,11,332279,209740,125498,5336.0,162,1150,2741,9389.0,7.481394125802801,37.76886291339507
POST00148,2025-01-19 09:00:00,Youtube,Video,Event Promotion,Community,22,436223,817863,590246,19851.0,319,1692,12011,33873.0,5.7387936555266785,135.30831707635772
POST00149,2025-01-19 12:00:00,Instagram,Carousel,Community Campaign,Event,9,45158,54430,48022,2867.0,168,482,756,4273.0,8.89800508100454,106.34217635856326
POST00150,2025-01-19 15:00:00,Instagram,Reel,Festival Campaign,Event,4,91587,174620,140741,10005.0,290,2052,2574,14921.0,10.601743628367,153.66918885868083
POST00151,2025-01-19 18:00:00,Linkedin,Reel,Seasonal Campaign,Event,7,417331,251958,203734,12833.0,658,1376,2139,17006.0,8.347158549873855,48.818324064112176
POST00152,2025-01-19 21:00:00,Instagram,Reel,Seasonal Campaign,Entertainment,5,497776,887935,723793,67359.0,1268,3189,17148,88964.0,12.291359546168588,145.40536305486805
POST00153,2025-01-20 00:00:00,Instagram,Text,Event Promotion,Education,4,79317,101475,82257,2241.0,37,293,295,2866.0,3.4842019524174233,103.70664548583532
POST00154,2025-01-20 03:00:00,Youtube,Video,Product Launch,Promotional,19,26371,27846,15509,386.0,16,191,80,673.0,4.339415823070475,58.81081491031816
POST00155,2025-01-20 06:00:00,Linkedin,Carousel,Festival Campaign,Education,21,376370,341171,298061,12333.0,684,2533,6963,22513.0,7.5531518715967545,79.19361266838484
POST00156,2025-01-20 09:00:00,Instagram,Reel,Seasonal Campaign,Education,5,321499,722325,607148,16245.0,255,10457,14444,41401.0,6.818930474941859,188.84910995057527
POST00157,2025-01-20 12:00:00,Facebook,Reel,Festival Campaign,Education,21,380100,542253,350351,23964.0,945,2598,4832,32339.0,9.230457455523174,92.17337542751908
POST00158,2025-01-20 15:00:00,Facebook,Video,Seasonal Campaign,Event,16,194447,118089,87794,4498.0,64,710,1376,6648.0,7.572271453630089,45.15060659202765
POST00159,2025-01-20 18:00:00,Instagram,Image,Brand Awareness,Community,5,133538,126732,96981,6008.0,304,773,2216,9301.0,9.590538352873242,72.6242717428747
POST00160,2025-01-20 21:00:00,Facebook,Reel,Product Launch,Community,16,487832,334337,199325,17582.0,975,2067,4340,24964.0,12.524269409256238,40.85935321996097
POST00161,2025-01-21 00:00:00,Instagram,Carousel,Product Launch,Event,4,218491,374768,239434,11584.0,480,2293,5258,19615.0,8.19223669153086,109.5852918426846
POST00162,2025-01-21 03:00:00,Facebook,Reel,Special Campaign,Promotional,22,221429,290591,162189,6955.0,308,1277,1813,10353.0,6.383293564915006,73.2465033938644
POST00163,2025-01-21 06:00:00,Facebook,Reel,Brand Awareness,Promotional,16,122126,208098,177379,10456.0,133,960,3773,15322.0,8.638001116253898,145.24261827948183
POST00164,2025-01-21 09:00:00,Youtube,Image,Event Promotion,Promotional,16,28338,14581,8146,428.0,5,91,36,560.0,6.874539651362632,28.745853624108967
POST00165,2025-01-21 12:00:00,Instagram,Reel,Seasonal Campaign,Community,12,173079,249236,164880,6733.0,127,538,2261,9659.0,5.858199902959728,95.26285684571785
POST00166,2025-01-21 15:00:00,Facebook,Text,Special Campaign,Community,21,284621,116109,67039,3337.0,79,342,551,4309.0,6.427601843702919,23.55377853355866
POST00167,2025-01-21 18:00:00,Instagram,Reel,Seasonal Campaign,Education,6,229743,304814,251011,12998.0,623,1023,950,15594.0,6.212476744047073,109.25730054887417
