post_id,post_date,platform,content_type,campaign,category,posting_hour,followers,impressions,reach,likes,comments,shares,saves,total_engagement,engagement_rate,reach_rate
POST00060,2025-01-08 09:00:00,Instagram,Reel,Special Campaign,Community,5,179515,234239,150568,10728,501,2054,677,13960,9.271558365655384,83.87488510709412
POST00061,2025-01-08 12:00:00,Instagram,Text,Brand Awareness,Community,12,286116,230099,191219,6306,226,491,3947,10970,5.736877611534419,66.83268324735423
POST00062,2025-01-08 15:00:00,Instagram,Text,Educational Series,Event,22,84936,67634,47094,1064,60,302,972,2398,5.091943772030407,55.44645380050862
POST00063,2025-01-08 18:00:00,Facebook,Image,Brand Awareness,Community,6,373847,395630,355132,7702,148,2172,4336,14358,4.0430037281912075,94.99394137173763
POST00064,2025-01-08 21:00:00,Instagram,Reel,Festival Campaign,Community,23,492431,1225411,924012,27649,1482,5963,13998,49092,5.312918014051766,187.6429388076705
POST00065,2025-01-09 00:00:00,Instagram,Carousel,Special Campaign,Entertainment,3,129877,162887,117004,11116,137,900,1942,14095,12.046596697548802,90.08831432817203
POST00066,2025-01-09 03:00:00,Youtube,Reel,Product Launch,Brand,0,311663,427885,337257,25060,1413,1418,5464,33355,9.89008382331575,108.21207522227535
POST00067,2025-01-09 06:00:00,Instagram,Image,Educational Series,Brand,5,384561,224069,155806,4273,42,954,2606,7875,5.054362476412975,40.515288861845065
POST00068,2025-01-09 09:00:00,Facebook,Reel,Special Campaign,Brand,23,493130,589487,470429,47444,1707,4802,2415,56368,11.982254495364868,95.39654857745423
POST00069,2025-01-09 12:00:00,Instagram,Text,Brand Awareness,Brand,4,358008,301614,245236,12770,620,2108,1848,17346,7.073186644701431,68.50014524815087
POST00070,2025-01-09 15:00:00,Linkedin,Reel,Product Launch,Education,12,75881,96396,72174,4680,235,252,1527,6694,9.27480810264084,95.11471909964287
POST00071,2025-01-09 18:00:00,Facebook,Image,Event Promotion,Brand,18,306876,263168,224471,10828,438,1783,2544,15593,6.946554343322746,73.14713434742372
POST00072,2025-01-09 21:00:00,Instagram,Carousel,Festival Campaign,Event,3,168745,218269,149168,12703,182,444,3611,16940,11.35632307197254,88.39847106580936
POST00073,2025-01-10 00:00:00,Instagram,Image,Festival Campaign,Event,23,95909,170600,103289,4344,142,812,807,6105,5.910600354345574,107.69479402350144
POST00074,2025-01-10 03:00:00,Facebook,Reel,Educational Series,Education,5,268271,294884,237870,6294,318,1270,5200,13082,5.499642661958212,88.66780233420683
POST00075,2025-01-10 06:00:00,Facebook,Text,Brand Awareness,Brand,12,25720,23797,13261,589,11,28,171,799,6.025186637508483,51.559097978227065
POST00076,2025-01-10 09:00:00,Facebook,Image,Event Promotion,Promotional,4,341259,185861,114098,4098,76,1144,2521,7839,6.870409647846588,33.43442956815791
POST00077,2025-01-10 12:00:00,Facebook,Carousel,Community Campaign,Brand,12,397987,316270,224067,5625,279,2317,4236,12457,5.559497828774429,56.300080153371844
POST00078,2025-01-10 15:00:00,Instagram,Reel,Educational Series,Event,9,71940,161688,126455,10805,190,1766,661,13422,10.614052429718082,175.77842646649987
POST00079,2025-01-10 18:00:00,Instagram,Image,Special Campaign,Entertainment,2,418369,310307,181428,4333,103,1473,4414,10323,5.689860440505325,43.3655457263803
POST00080,2025-01-10 21:00:00,Instagram,Image,Community Campaign,Community,22,91762,111826,65146,2858,142,427,1606,5033,7.725723758941455,70.99452932586475
POST00081,2025-01-11 00:00:00,Linkedin,Reel,Educational Series,Entertainment,12,219584,263993,233622,8501,484,4170,2730,15885,6.799445257724016,106.39299766831827
POST00082,2025-01-11 03:00:00,Facebook,Reel,Brand Awareness,Promotional,11,189091,231606,201527,13373,324,1746,3674,19117,9.486073826335925,106.57672760734249
POST00083,2025-01-11 06:00:00,Instagram,Video,Event Promotion,Brand,3,104833,118880,85757,3321,89,755,2036,6201,7.230896603192742,81.8034397565652
POST00084,2025-01-11 09:00:00,Instagram,Reel,Brand Awareness,Education,9,429803,918474,824676,39426,580,14563,19130,73699,8.936721815597885,191.87302089561962
POST00085,2025-01-11 12:00:00,Instagram,Reel,Festival Campaign,Brand,2,300350,237256,187640,12983,260,1365,2206,16814,8.96077595395438,62.47378058931247
POST00086,2025-01-11 15:00:00,Instagram,Image,Community Campaign,Promotional,16,373615,513644,432028,17580,626,4688,8879,31773,7.354384438045682,115.63454358095902
POST00087,2025-01-11 18:00:00,Facebook,Video,Product Launch,Promotional,8,377313,616913,432243,19597,810,3560,10306,34273,7.929104693424763,114.55820499161173
POST00088,2025-01-11 21:00:00,Facebook,Reel,Seasonal Campaign,Community,0,292880,432527,383536,25969,961,6268,8954,42152,10.990363355721497,130.9532914504234
POST00089,2025-01-12 00:00:00,Linkedin,Image,Special Campaign,Promotional,17,389081,282443,208981,9767,489,1270,4692,16218,7.760514113723257,53.7114379782102
POST00090,2025-01-12 03:00:00,Youtube,Reel,Festival Campaign,Entertainment,8,158043,280711,168406,12542,317,2721,1882,17462,10.368989228412289,106.55707623874515
POST00091,2025-01-12 06:00:00,Instagram,Reel,Festival Campaign,Community,20,338721,1150818,633090,21412,542,10517,3601,36072,5.697768089845045,186.9060377124536
POST00092,2025-01-12 09:00:00,Facebook,Reel,Community Campaign,Brand,19,488259,689884,397364,31680,1700,5128,6308,44816,11.278324156189287,81.38385569953651
POST00093,2025-01-12 12:00:00,Facebook,Video,Special Campaign,Brand,8,277989,303703,187232,5821,154,2253,3816,12044,6.432661083575457,67.35230530704453
POST00094,2025-01-12 15:00:00,Youtube,Reel,Educational Series,Education,1,438940,353594,314953,13530,713,5965,2782,22990,7.299501830431843,71.75308698227548
POST00095,2025-01-12 18:00:00,Facebook,Reel,Festival Campaign,Promotional,18,151003,136095,85807,9053,348,599,1337,11337,13.212208794154323,56.824698847042775
POST00096,2025-01-12 21:00:00,Youtube,Image,Seasonal Campaign,Promotional,15,369846,348672,226373,10498,240,1497,4474,16709,7.381180617829865,61.20736739075182
POST00097,2025-01-13 00:00:00,Youtube,Video,Event Promotion,Event,2,360838,499285,283208,20724,694,2539,4122,28079,9.914621055902376,78.48619047882983
POST00098,2025-01-13 03:00:00,Youtube,Reel,Festival Campaign,Community,15,273686,520570,299491,14036,504,4549,7089,26178,8.740830275367205,109.42868835088386
POST00099,2025-01-13 06:00:00,Instagram,Image,Event Promotion,Event,20,373454,296629,202320,10460,622,1010,3770,15862,7.840055357848952,54.175346896806566
POST00100,2025-01-13 09:00:00,Instagram,Reel,Brand Awareness,Community,12,75155,177919,100567,9068,227,998,2366,12659,12.587628148398581,133.81278690705875
POST00101,2025-01-13 12:00:00,Instagram,Image,Special Campaign,Entertainment,2,148491,160426,132073,7629,144,1036,1540,10349,7.835818070309601,88.94343764941983
POST00102,2025-01-13 15:00:00,Facebook,Image,Educational Series,Community,9,162180,141704,106520,5121,139,369,855,6484,6.087119789710852,65.68010852139598
POST00103,2025-01-13 18:00:00,Instagram,Image,Event Promotion,Brand,21,97613,203412,135217,3227,65,907,2668,6867,5.078503442614464,138.5235573130628
POST00104,2025-01-13 21:00:00,Youtube,Reel,Festival Campaign,Education,17,482927,532662,438584,33523,771,3917,2203,40414,9.214654433358263,90.81786688257232
POST00105,2025-01-14 00:00:00,Linkedin,Reel,Educational Series,Community,5,76938,77681,55510,3503,102,1065,598,5268,9.490181949198343,72.14900309339988
POST00106,2025-01-14 03:00:00,Instagram,Reel,Seasonal Campaign,Community,5,121163,177713,128942,10401,598,1265,1664,13928,10.801755828201827,106.42027681718017
POST00107,2025-01-14 06:00:00,Youtube,Image,Educational Series,Community,17,350642,384909,293212,13661,386,834,2251,17132,5.8428713695210295,83.6214714723279
POST00108,2025-01-14 09:00:00,Facebook,Reel,Event Promotion,Education,5,492368,414389,238658,8567,128,2555,5501,16751,7.018830292720127,48.47146849510935
POST00109,2025-01-14 12:00:00,Instagram,Video,Special Campaign,Promotional,5,248861,246286,159909,13230,230,1698,2397,17555,10.978118805070384,64.25635193943607
POST00110,2025-01-14 15:00:00,Instagram,Text,Event Promotion,Education,21,37751,44570,31976,800,42,102,180,1124,3.5151363522641983,84.70239198961616
POST00111,2025-01-14 18:00:00,Instagram,Text,Product Launch,Promotional,12,393305,421447,295856,13331,144,2635,7299,23409,7.912295170623547,75.22304572787023
POST00112,2025-01-14 21:00:00,Instagram,Video,Product Launch,Brand,13,221818,299259,204880,14459,177,3241,2972,20849,10.17620070285045,92.36401013443454
POST00113,2025-01-15 00:00:00,Linkedin,Carousel,Educational Series,Education,20,314534,383205,239037,11992,205,662,1338,14197,5.939247898860846,75.99718949302779
POST00114,2025-01-15 03:00:00,Facebook,Carousel,Community Campaign,Promotional,6,383357,350776,286640,20855,682,2925,2723,27185,9.484021769466928,74.77103587517641
POST00115,2025-01-15 06:00:00,Facebook,Reel,Special Campaign,Brand,12,128712,245423,152536,8278,437,2366,2083,13164,8.630093879477633,118.50954067996769
POST00116,2025-01-15 09:00:00,Linkedin,Carousel,Community Campaign,Brand,14,429209,398230,241411,11342,186,3447,4981,19956,8.266400453997539,56.2455586905214
POST00117,2025-01-15 12:00:00,Facebook,Image,Product Launch,Promotional,11,80403,89321,80325,2864,159,1067,1727,5817,7.241830065359476,99.9029886944517
POST00118,2025-01-15 15:00:00,Instagram,Image,Festival Campaign,Promotional,20,309003,723064,496538,15798,306,2524,3823,22451,4.521506913871647,160.69034928463478
POST00119,2025-01-15 18:00:00,Linkedin,Video,Brand Awareness,Entertainment,0,434094,544396,354491,21817,521,3803,6964,33105,9.338742027301116,81.66226669799629
POST00120,2025-01-15 21:00:00,Youtube,Reel,Educational Series,Brand,2,493675,388154,285214,23530,418,3427,4166,31541,11.058713807877593,57.773636501747106
POST00121,2025-01-16 00:00:00,Facebook,Reel,Brand Awareness,Promotional,17,119124,180264,156358,12103,718,772,3780,17373,11.11104004911805,131.25650582586212
POST00122,2025-01-16 03:00:00,Linkedin,Text,Product Launch,Brand,21,145940,112272,75891,4249,237,170,254,4910,6.469805378766916,52.00150746882281
POST00123,2025-01-16 06:00:00,Instagram,Reel,Event Promotion,Education,7,309244,259184,163602,7345,390,470,824,9029,5.51888118727155,52.90385585492362
POST00124,2025-01-16 09:00:00,Instagram,Image,Seasonal Campaign,Event,1,213356,220866,130100,6780,186,1596,1000,9562,7.349730976172175,60.97789609853953
POST00125,2025-01-16 12:00:00,Instagram,Text,Educational Series,Event,3,473192,493006,327374,6125,306,707,4990,12128,3.7046314001722798,69.18417893793641
POST00126,2025-01-16 15:00:00,Youtube,Carousel,Product Launch,Community,17,453239,900215,810179,37270,1206,5774,2710,46960,5.796249964514015,178.75315231037047
POST00127,2025-01-16 18:00:00,Facebook,Image,Special Campaign,Promotional,12,399494,257468,209441,9866,543,2343,3811,16563,7.908193715652619,52.42656961055735
POST00128,2025-01-16 21:00:00,Linkedin,Reel,Festival Campaign,Promotional,14,460925,794695,510015,40338,2122,3555,7707,53722,10.533415683852436,110.65032272061615
POST00129,2025-01-17 00:00:00,Instagram,Reel,Seasonal Campaign,Brand,1,403936,664983,596921,17066,990,9944,13536,41536,6.958374726303816,147.77613285272915
POST00130,2025-01-17 03:00:00,Youtube,Video,Educational Series,Community,9,249179,301968,228176,11702,466,928,2614,15710,6.885036112474581,91.57111955662394
POST00131,2025-01-17 06:00:00,Youtube,Image,Educational Series,Promotional,1,489769,420273,258702,7819,393,3398,1800,13410,5.183570285502238,52.82122796665367
POST00132,2025-01-17 09:00:00,Instagram,Image,Special Campaign,Brand,20,336668,482893,268348,18647,387,1507,5171,25712,9.581588087110767,79.70701106134234
POST00133,2025-01-17 12:00:00,Instagram,Reel,Community Campaign,Promotional,11,122757,158290,128814,6363,239,786,3024,10412,8.082972347726178,104.93413817541972
POST00134,2025-01-17 15:00:00,Instagram,Reel,Event Promotion,Brand,4,105049,170520,104538,4128,227,492,1196,6043,5.78067305668752,99.5135603385087
POST00135,2025-01-17 18:00:00,Linkedin,Text,Educational Series,Promotional,11,64974,30550,17697,808,45,30,225,1108,6.260948183307906,27.237048665620094
POST00136,2025-01-17 21:00:00,Instagram,Image,Event Promotion,Entertainment,22,197550,213022,144483,3402,123,945,1376,5846,4.046150758220691,73.13743356112377
POST00137,2025-01-18 00:00:00,Youtube,Carousel,Product Launch,Brand,0,335912,240940,168039,7408,303,578,943,9232,5.493962711037319,50.02470885231847
POST00138,2025-01-18 03:00:00,Facebook,Reel,Festival Campaign,Entertainment,1,231468,341756,268719,8417,390,5110,2589,16506,6.142475969321112,116.09336927782674
POST00139,2025-01-18 06:00:00,Instagram,Carousel,Seasonal Campaign,Entertainment,15,486838,685955,391947,36310,396,2848,6028,45582,11.629633598420194,80.50871131670083
POST00140,2025-01-18 09:00:00,Linkedin,Text,Seasonal Campaign,Entertainment,21,330688,291097,247699,7539,346,963,6065,14913,6.0206137287595025,74.9041392490807
POST00141,2025-01-18 12:00:00,Linkedin,Image,Festival Campaign,Entertainment,1,431266,354983,213239,12315,345,1853,3761,18274,8.569726926125146,49.44489016059694
POST00142,2025-01-18 15:00:00,Instagram,Reel,Educational Series,Education,15,170856,142292,115506,4028,164,1299,2508,7999,6.925181375859263,67.60429835651075
POST00143,2025-01-18 18:00:00,Youtube,Image,Educational Series,Community,19,31774,54148,41308,1998,70,203,393,2664,6.449113973080276,130.00566500912697
POST00144,2025-01-18 21:00:00,Instagram,Video,Product Launch,Event,15,186040,307157,269845,16603,691,3315,3635,24244,8.984416980118217,145.04676413674477
POST00145,2025-01-19 00:00:00,Instagram,Image,Community Campaign,Education,5,471452,330077,242671,16019,171,2861,3159,22210,9.152309093381575,51.473108609147914
POST00146,2025-01-19 03:00:00,Instagram,Video,Community Campaign,Promotional,12,97678,104956,83826,3508,42,284,925,4759,5.677236179705581,85.81871045680705
POST00147,2025-01-19 06:00:00,Facebook,Carousel,Community Campaign,Promotional,11,332279,238175,211568,10928,287,1368,2889,15472,7.313015200786508,63.67179388405527
POST00148,2025-01-19 09:00:00,Youtube,Video,Event Promotion,Community,22,436223,874459,640877,56213,851,9925,10942,77931,12.16005567370962,146.91499531203078
POST00149,2025-01-19 12:00:00,Instagram,Carousel,Community Campaign,Event,9,45158,64752,37381,2787,40,309,688,3824,10.229795885610336,82.77824527215554
POST00150,2025-01-19 15:00:00,Instagram,Reel,Festival Campaign,Event,4,91587,165670,119310,5269,115,636,2355,8375,7.0195289581761795,130.26957974385013
POST00151,2025-01-19 18:00:00,Linkedin,Reel,Seasonal Campaign,Event,7,417331,269393,178129,12857,617,497,1040,15011,8.427038831408698,42.68290637407717
POST00152,2025-01-19 21:00:00,Instagram,Reel,Seasonal Campaign,Entertainment,5,497776,863072,697057,52594,1156,9240,15637,78627,11.27985229328448,140.03427244383016
POST00153,2025-01-20 00:00:00,Instagram,Text,Event Promotion,Education,4,79317,79531,47784,874,14,518,708,2114,4.424075004185502,60.24433601876017
POST00154,2025-01-20 03:00:00,Youtube,Video,Product Launch,Promotional,19,26371,42103,30453,837,26,434,628,1925,6.321216300528684,115.47912479617762
POST00155,2025-01-20 06:00:00,Linkedin,Carousel,Festival Campaign,Education,21,376370,447275,321786,17353,586,3662,1862,23463,7.2914918610505115,85.4972500464968
POST00156,2025-01-20 09:00:00,Instagram,Reel,Seasonal Campaign,Education,5,321499,555829,391689,11798,146,4502,3494,19940,5.090773547380702,121.83210523205359
POST00157,2025-01-20 12:00:00,Facebook,Reel,Festival Campaign,Education,21,380100,710893,440123,32965,416,4869,4470,42720,9.706377535370795,115.79137069192318
POST00158,2025-01-20 15:00:00,Facebook,Video,Seasonal Campaign,Event,16,194447,126260,109065,5163,176,681,2236,8256,7.569797826983908,56.089834247892746
POST00159,2025-01-20 18:00:00,Instagram,Image,Brand Awareness,Community,5,133538,102652,72628,5050,154,221,1105,6530,8.991022746048356,54.38751516422292
POST00160,2025-01-20 21:00:00,Facebook,Reel,Product Launch,Community,16,487832,389970,345145,25251,1206,5089,2221,33767,9.783424357878573,70.75079125600617
POST00161,2025-01-21 00:00:00,Instagram,Carousel,Product Launch,Event,4,218491,371020,310903,15036,713,2929,6068,24746,7.959395695763631,142.2955636616611
POST00162,2025-01-21 03:00:00,Facebook,Reel,Special Campaign,Promotional,22,221429,307561,198667,12316,677,1800,3093,17886,9.003005028515053,89.72040699276066
POST00163,2025-01-21 06:00:00,Facebook,Reel,Brand Awareness,Promotional,16,122126,196652,108706,11793,273,511,2538,15115,13.904476293856824,89.01134893470677
POST00164,2025-01-21 09:00:00,Youtube,Image,Event Promotion,Promotional,16,28338,15156,12586,916,14,36,44,1010,8.024789448593674,44.41386124638294
POST00165,2025-01-21 12:00:00,Instagram,Reel,Seasonal Campaign,Community,12,173079,313965,281585,21531,1030,4555,3198,30314,10.765488218477547,162.69160325631648
POST00166,2025-01-21 15:00:00,Facebook,Text,Special Campaign,Community,21,284621,168534,93826,4653,111,246,2095,7105,7.572527870739454,32.96524149658669
POST00167,2025-01-21 18:00:00,Instagram,Reel,Seasonal Campaign,Education,6,229743,281465,195374,6873,350,1820,1881,10924,5.591327402827398,85.04024061668908
POST00168,2025-01-21 21:00:00,Instagram,Reel,Seasonal Campaign,Event,21,324567,477759,398518,16966,953,7644,7455,33018,8.285196653601593,122.78450982385762
POST00169,2025-01-22 00:00:00,Instagram,Reel,Community Campaign,Entertainment,20,358117,700080,424622,29623,1590,4153,4528,39894,9.395179712779838,118.57074643203198
POST00170,2025-01-22 03:00:00,Youtube,Video,Community Campaign,Education,5,461316,601003,423598,11562,409,5152,1697,18820,4.442891609497685,91.8238257506785
POST00171,2025-01-22 06:00:00,Facebook,Image,Community Campaign,Brand,13,488254,296310,198365,4914,125,1383,2685,9107,4.591031684016838,40.62741933501825
POST00172,2025-01-22 09:00:00,Instagram,Image,Community Campaign,Community,15,311380,334179,225164,10703,461,687,1470,13321,5.916132241388499,72.31164493544865
POST00173,2025-01-22 12:00:00,Youtube,Reel,Community Campaign,Education,2,151440,230314,175234,5454,117,1580,4068,11219,6.402296358012714,115.71183306920231
POST00174,2025-01-22 15:00:00,Instagram,Reel,Brand Awareness,Event,8,307983,712892,519515,34433,2065,7375,6525,50398,9.700971098043368,168.6830117246731
POST00175,2025-01-22 18:00:00,Facebook,Image,Product Launch,Brand,14,137537,108378,97036,2058,81,1300,1161,4600,4.74050867719197,70.55265128656288
POST00176,2025-01-22 21:00:00,Instagram,Video,Event Promotion,Education,20,131902,341928,225268,5376,300,1872,944,8492,3.769732052488591,170.78437021424998
